Date,gold,silver,vix,interest,usd_idx,au_returns,ag_returns,au_vol,ag_vol,au_mean,ag_mean,gold_lag1,gold_lag2,gold_lag5,silver_lag1,silver_lag2,silver_lag5
2010-03-18,80.22000122070312,1127.4000244140625,17.406999588012695,3.671999931335449,16.6200008392334,0.0072564040267357,0.0030203668490292,0.0041433051342296,0.0081416605118406,-0.0004229342546017,-0.0004601734821271,-0.0013802701328404,-0.0062500203451712,-0.0016171833608755,0.0016027506478376,0.0153551943032372,0.0001804776315656
2010-03-19,80.72000122070312,1107.4000244140625,17.017000198364258,3.687000036239624,16.969999313354492,0.006213515609189,-0.0178991708675081,0.0043664808497415,0.009061866433278,0.0003599146457757,-0.0024441519527494,0.0072564040267357,-0.0013802701328404,-0.0061192555492879,0.0030203668490292,0.0016027506478376,-0.0058837010648312
2010-03-22,80.6500015258789,1099.300048828125,16.920000076293945,3.663000106811523,16.8700008392334,-0.0008675676770573,-0.00734128943287,0.0043240166808468,0.0091465303258953,0.00027315787807,-0.0021864136499372,0.006213515609189,0.0072564040267357,0.0052473654154933,-0.0178991708675081,0.0030203668490292,0.0032629192601636
2010-03-23,80.9000015258789,1103.5,17.011999130249023,3.680000066757202,16.350000381469727,0.0030950194347616,0.0038132886945037,0.0043577936435531,0.0090623826270903,0.0003839316030561,-0.001662586038585,-0.0008675676770573,0.006213515609189,-0.0062500203451712,-0.00734128943287,-0.0178991708675081,0.0153551943032372
2010-03-24,81.83999633789062,1088.5999755859375,16.625999450683594,3.828999996185303,17.549999237060547,0.0115522339704454,-0.0135945021237195,0.0049475299699853,0.0093348402753335,0.0017130241391392,-0.0017483666102591,0.0030950194347616,-0.0008675676770573,-0.0013802701328404,0.0038132886945037,-0.00734128943287,0.0016027506478376
2010-03-25,82.12000274658203,1092.699951171875,16.726999282836914,3.901000022888184,18.399999618530277,0.0034155487005017,0.0037592083178716,0.004983535678004,0.0093070879835218,0.0022162973452769,-0.0013904935416285,0.0115522339704454,0.0030950194347616,0.0072564040267357,-0.0135945021237195,0.0038132886945037,0.0030203668490292
2010-03-26,81.68000030517578,1104.199951171875,16.893999099731445,3.8550000190734863,17.770000457763672,-0.0053724480040433,0.0104693937386369,0.0051520707103361,0.0093193212113345,0.0022909780998014,0.0002448159387182,0.0034155487005017,0.0115522339704454,0.006213515609189,0.0037592083178716,-0.0135945021237195,-0.0178991708675081
2010-03-29,81.36000061035156,1110.300048828125,17.37299919128418,3.864000082015991,17.59000015258789,-0.0039254183504791,0.005509246408055,0.0050805426171833,0.0091553368421752,0.0013736997232041,0.0004694486535073,-0.0053724480040433,0.0034155487005017,-0.0008675676770573,0.0104693937386369,0.0037592083178716,-0.00734128943287
2010-03-30,81.47000122070312,1104.5,17.31599998474121,3.868000030517578,17.1299991607666,0.0013511100638508,-0.0052375491774631,0.0050334255731377,0.00921755832456,0.0021338127641064,-0.0015898256945626,-0.0039254183504791,-0.0053724480040433,0.0030950194347616,0.005509246408055,0.0104693937386369,0.0038132886945037
2010-03-31,81.06999969482422,1113.300048828125,17.511999130249023,3.8329999446868896,17.59000015258789,-0.0049218940707515,0.0079358777333991,0.0051500581816741,0.0085470977984472,0.0017796503703153,-0.0009565129860065,0.0013511100638508,-0.0039254183504791,0.0115522339704454,-0.0052375491774631,0.005509246408055,-0.0135945021237195
2010-04-01,80.77999877929688,1125.0999755859375,17.875999450683594,3.858999967575073,17.469999313354492,-0.0035835802114523,0.0105432772839947,0.0049775267587087,0.0088198790739347,0.0006956519464964,-0.0002042219425099,-0.0049218940707515,0.0013511100638508,0.0034155487005017,0.0079358777333991,-0.0052375491774631,0.0037592083178716
2010-04-05,81.08999633789062,1132.9000244140625,18.10400009155273,3.99399995803833,17.020000457763672,0.0038302087716026,0.0069088395519363,0.004799200326804,0.0087640980452201,0.0004573212627378,0.0022765790994344,-0.0035835802114523,-0.0049218940707515,-0.0053724480040433,0.0105432772839947,0.0079358777333991,0.0104693937386369
2010-04-06,81.38999938964844,1135.0999755859375,17.91699981689453,3.9679999351501465,16.229999542236328,0.0036928040444353,0.0019399928234989,0.0048322811119374,0.0087640912154568,0.0009133584348871,0.0032047073250713,0.0038302087716026,-0.0035835802114523,-0.0039254183504791,0.0069088395519363,0.0105432772839947,0.005509246408055
2010-04-07,81.44000244140625,1152.300048828125,18.184999465942383,3.86299991607666,16.6200008392334,0.0006141749403343,0.0150392561414567,0.0048305488099532,0.0090379618766237,0.0006652739854443,0.0043273040697666,0.0036928040444353,0.0038302087716026,0.0013511100638508,0.0019399928234989,0.0069088395519363,-0.0052375491774631
