Date,gold,silver,vix,interest,usd_idx,au_returns,ag_returns,au_vol,ag_vol,au_mean,ag_mean
2010-02-03,79.37000274658203,1111.4000244140625,16.309999465942383,3.703000068664551,21.600000381469727,0.004546043935460603,-0.005384076061273663,0.0043412282544762915,0.01136247327141283,0.001306221621624187,-8.094836835583416e-05
2010-02-04,79.91999816894531,1062.4000244140625,15.343000411987305,3.609999895095825,26.079999923706055,0.006905613721631517,-0.04508998111049233,0.0045213954855363525,0.014987112984478941,0.0020223117103472894,-0.0037231150781842567
2010-02-05,80.44000244140625,1052.199951171875,14.822999954223633,3.5460000038146973,26.110000610351562,0.006485483825897176,-0.009647358811312443,0.004594787857314823,0.014458967569904049,0.002721946832128673,-0.0034560273079295447
2010-02-08,80.30000305175781,1065.699951171875,15.07800006866455,3.5920000076293945,26.510000228881836,-0.0017419362979292075,0.012748650518059184,0.004577427942547874,0.014895588671370297,0.0026627865596727733,-0.0027305135981466307
2010-02-09,79.86000061035156,1076.699951171875,15.430999755859375,3.632999897003174,26.0,-0.005494549679326584,0.010268948062854865,0.0045644445746095075,0.015091409239266254,0.0018068598162210563,-0.0019498524005866463
2010-02-10,80.02999877929688,1075.800048828125,15.302000045776367,3.694000005722046,25.399999618530273,0.0021264398480409855,-0.0008361462449986618,0.00422610495824783,0.014777726741431543,0.0017012551726331795,-0.0007962244911524178
2010-02-11,79.98999786376953,1094.199951171875,15.592000007629395,3.7330000400543213,23.959999084472656,-0.0004999489713745062,0.016958841778351375,0.004221824653580298,0.014931007331965845,0.001372035296327977,0.00097346493247995
2010-02-12,80.31999969482422,1089.5,15.449000358581543,3.693000078201294,22.729999542236328,0.004117051989408847,-0.004304582620552603,0.004185373248473304,0.014824321317117164,0.0010764913279331574,0.0005983907383684324
2010-02-16,79.69999694824219,1119.300048828125,16.149999618530273,3.6640000343322754,22.25,-0.007749104638313439,0.02698465813435139,0.004648395738931958,0.016059501554865623,0.0005788352634247985,0.0013491839249583364
2010-02-17,80.37999725341797,1119.5,16.097999572753906,3.742000102996826,21.719999313354492,0.008495807345479965,0.0001786235197834537,0.00470425560282489,0.01589522320415979,0.0017190901078975355,0.00018775771647705673
2010-02-18,80.4000015258789,1118.0,16.059999465942383,3.802999973297119,20.6299991607666,0.0002488403124274445,-0.0013407823237650395,0.004715535707293468,0.015763943404279876,0.0012893697455942199,0.000592087090227919
2010-02-19,80.63999938964844,1121.300048828125,16.413000106811523,3.7820000648498535,20.020000457763672,0.00298060159070081,0.0029473952977853916,0.004253149582654806,0.014834143412349392,0.0008968685325011491,0.005395824731055691
2010-02-22,80.51000213623047,1112.5999755859375,16.222000122070312,3.7990000247955322,19.940000534057617,-0.0016133699085972703,-0.0077891733148895085,0.004289395495525546,0.014808538451282941,8.698315905170435e-05,0.005581643280697985
